File Version,BWRam4.11_1
Date,2023-11-03 19:46:07
title,BWS475-785H-ST
model,BTC667N-785H-HT
c code,SKF
operator,
port1,0
baud1,3
pixel_start,0
pixel_end,2047
step,1
units,3
bkcolor,16777215
show_mode,3
data_mode,0
pixel_mode,0
intigration times(sec),5
average number,1
time_multiply,1
spectrometer_type,77
yaxis,0
yaxis_min,0
yaxis_max,65535
xaxis,1
xaxis_min,83
xaxis_max,2030
irrands_DispWLMin,100
irrands_DispWLMax,1000
yaxis_min_6,0
yaxis_max_6,65535
irradiance_unit,0
Color_Data_Flag,0
Color_StartWL,785
Color_EndWL,785
Color_IncWL,10
power_unit_index,1
photometric_index,0
Illuminant_index,2
observer_index,0
lab_l,0
lab_a,0
lab_b,0
radiometric_flag,0
coefs_a0,783.94740035369
coefs_a1,0.120189976981384
coefs_a2,-3.99931030595067E-06
coefs_a3,-6.43091786936052E-10
coefs_b0,-9394.81500038533
coefs_b1,20.6107143334984
coefs_b2,-0.0173715072306217
coefs_b3,8.12149596276715E-06
coefs_r0,1
coefs_r1,0
coefs_r2,0
coefs_r3,0
coefs_j0,1
coefs_j1,0
coefs_j2,0
coefs_j3,0
enable_coefs_r,0
all_data_save,1
select_option,-1
interval_time,5
pixel_num,2048
sel_pixel_start,0
sel_pixel_end,2039
sel_pixel_delta,1
dark_compensate,0
dark_compensate_value_1,0
dark_compensate_value_2,0
dark_compensate_value_3,0
monitor pixel_0,0
monitor pixel_1,0
monitor pixel_2,0
monitor pixel_3,0
monitor pixel_4,0
monitor pixel_5,0
vertical_select_flag,0
vertical_line3,63
vertical_line4,63
vertical_line3_wv,390
vertical_line4_wv,390
vertical_line_flag,0
vertical_line_ratio,0
laser_wavelength,784.82
laser_powerlevel,25
overlay_js,0
Relative Intensity Correction Flag,0
Pixel,Wavelength,Wavenumber,Raman Shift,Dark,Reference,Raw data #1,Dark Subtracted #1,%TR #1,Absorbance #1,Irradiance (W/cm^2/nm) #1,
0,   ,   ,   ,304.0000,65535.0000,60195.0000,59891.0000,0.0000,0.0000,0.0000,
1,   ,   ,   ,298.0000,65535.0000,65535.0000,65237.0000,0.0000,0.0000,0.0000,
2,   ,   ,   ,300.0000,65535.0000,65535.0000,65235.0000,0.0000,0.0000,0.0000,
3,   ,   ,   ,302.0000,65535.0000,65535.0000,65233.0000,0.0000,0.0000,0.0000,
4,   ,   ,   ,296.0000,65535.0000,65535.0000,65239.0000,0.0000,0.0000,0.0000,
5,   ,   ,   ,306.0000,65535.0000,65535.0000,65229.0000,0.0000,0.0000,0.0000,
6,   ,   ,   ,300.0000,65535.0000,65535.0000,65235.0000,0.0000,0.0000,0.0000,
7,   ,   ,   ,303.0000,65535.0000,65535.0000,65232.0000,0.0000,0.0000,0.0000,
8,   ,   ,   ,303.0000,65535.0000,65535.0000,65232.0000,0.0000,0.0000,0.0000,
9,   ,   ,   ,297.0000,65535.0000,65535.0000,65238.0000,0.0000,0.0000,0.0000,
10,   ,   ,   ,306.0000,65535.0000,65535.0000,65229.0000,0.0000,0.0000,0.0000,
11,   ,   ,   ,304.0000,65535.0000,17772.0000,17468.0000,0.0000,0.0000,0.0000,
12,   ,   ,   ,297.0000,65535.0000,8313.0000,8016.0000,0.0000,0.0000,0.0000,
13,   ,   ,   ,310.0000,65535.0000,5346.0000,5036.0000,0.0000,0.0000,0.0000,
14,   ,   ,   ,306.0000,65535.0000,4024.0000,3718.0000,0.0000,0.0000,0.0000,
15,   ,   ,   ,304.0000,65535.0000,3498.0000,3194.0000,0.0000,0.0000,0.0000,
16,   ,   ,   ,318.0000,65535.0000,2963.0000,2645.0000,0.0000,0.0000,0.0000,
17,   ,   ,   ,306.0000,65535.0000,2642.0000,2336.0000,0.0000,0.0000,0.0000,
18,   ,   ,   ,300.0000,65535.0000,2273.0000,1973.0000,0.0000,0.0000,0.0000,
19,   ,   ,   ,301.0000,65535.0000,2011.0000,1710.0000,0.0000,0.0000,0.0000,
20,   ,   ,   ,302.0000,65535.0000,1788.0000,1486.0000,0.0000,0.0000,0.0000,
21,   ,   ,   ,295.0000,65535.0000,1656.0000,1361.0000,0.0000,0.0000,0.0000,
22,   ,   ,   ,304.0000,65535.0000,1501.0000,1197.0000,0.0000,0.0000,0.0000,
23,   ,   ,   ,293.0000,65535.0000,1410.0000,1117.0000,0.0000,0.0000,0.0000,
24,   ,   ,   ,306.0000,65535.0000,1306.0000,1000.0000,0.0000,0.0000,0.0000,
25,   ,   ,   ,296.0000,65535.0000,1202.0000,906.0000,0.0000,0.0000,0.0000,
26,   ,   ,   ,297.0000,65535.0000,1162.0000,865.0000,0.0000,0.0000,0.0000,
